Name	Taxon ID	Assembly	Accession					
Microdochium bolleyi str. J235TASD1	196109	Microdochium_bolleyi_v1.0	GCA_001566295		Microdochium_bolleyi	GCA_001566295	Microdochium_bolleyi_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/microdochium_bolleyi_gca_001566295/pep/Microdochium_bolleyi_gca_001566295.Microdochium_bolleyi_v1.0.pep.all.fa.gz
Microsporum canis CBS 113480	554155	ASM15114v1	GCA_000151145		Microsporum_canis_cbs_113480	GCA_000151145	ASM15114v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/microsporum_canis_cbs_113480_gca_000151145/pep/Microsporum_canis_cbs_113480_gca_000151145.ASM15114v1.pep.all.fa.gz
Millerozyma farinosa CBS 7064	559304	ASM31589v1	GCA_000315895		Millerozyma_farinosa_cbs_7064	GCA_000315895	ASM31589v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/millerozyma_farinosa_cbs_7064_gca_000315895/pep/Millerozyma_farinosa_cbs_7064_gca_000315895.ASM31589v1.pep.all.fa.gz
Mitosporidium daphniae str. UGP3	1485682	UGP1.0	GCA_000760515		Mitosporidium_daphniae	GCA_000760515	UGP1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/mitosporidium_daphniae_gca_000760515/pep/Mitosporidium_daphniae_gca_000760515.UGP1.0.pep.all.fa.gz
Mixia osmundae IAM 14324	764103	Mosmundae_2.0	GCA_000241205		Mixia_osmundae_iam_14324	GCA_000241205	Mosmundae_2.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/mixia_osmundae_iam_14324_gca_000241205/pep/Mixia_osmundae_iam_14324_gca_000241205.Mosmundae_2.0.pep.all.fa.gz
Mixia osmundae IAM 14324	764103	Mixia_osmundae_v1.0	GCA_000708205		Mixia_osmundae_iam_14324	GCA_000708205	Mixia_osmundae_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/mixia_osmundae_iam_14324_gca_000708205/pep/Mixia_osmundae_iam_14324_gca_000708205.Mixia_osmundae_v1.0.pep.all.fa.gz
Moelleriella libera RCEF 2490	1081109	AAL_1.0	GCA_001636675		Moelleriella_libera_rcef_2490	GCA_001636675	AAL_1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/moelleriella_libera_rcef_2490_gca_001636675/pep/Moelleriella_libera_rcef_2490_gca_001636675.AAL_1.0.pep.all.fa.gz
Moesziomyces antarcticus T-34	1151754	Pant_1.0	GCA_000334475		Moesziomyces_antarcticus	GCA_000747765	ASM74776v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/moesziomyces_antarcticus_gca_000747765/pep/Moesziomyces_antarcticus_gca_000747765.ASM74776v1.pep.all.fa.gz
Moesziomyces antarcticus str. JCM 10317	84753	ASM74776v1	GCA_000747765		Moesziomyces_antarcticus_t_34	GCA_000334475	Pant_1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/moesziomyces_antarcticus_t_34_gca_000334475/pep/Moesziomyces_antarcticus_t_34_gca_000334475.Pant_1.0.pep.all.fa.gz
Moesziomyces aphidis DSM 70725	1391700	PseuAph1.0	GCA_000517465		Moesziomyces_aphidis_dsm_70725	GCA_000517465	PseuAph1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/moesziomyces_aphidis_dsm_70725_gca_000517465/pep/Moesziomyces_aphidis_dsm_70725_gca_000517465.PseuAph1.0.pep.all.fa.gz
Moniliophthora perniciosa FA553	554373	ASM18302v1	GCA_000183025		Moniliophthora_perniciosa_fa553	GCA_000183025	ASM18302v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/moniliophthora_perniciosa_fa553_gca_000183025/pep/Moniliophthora_perniciosa_fa553_gca_000183025.ASM18302v1.pep.all.fa.gz
Moniliophthora roreri MCA 2997	1381753	M_roreri_MCA_2997_v1	GCA_000488995		Moniliophthora_roreri	GCA_001466705	ASM146670v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/moniliophthora_roreri_gca_001466705/pep/Moniliophthora_roreri_gca_001466705.ASM146670v1.pep.all.fa.gz
Moniliophthora roreri str. MCA 2952	221103	ASM146670v1	GCA_001466705		Moniliophthora_roreri_mca_2997	GCA_000488995	M_roreri_MCA_2997_v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/moniliophthora_roreri_mca_2997_gca_000488995/pep/Moniliophthora_roreri_mca_2997_gca_000488995.M_roreri_MCA_2997_v1.pep.all.fa.gz
Mortierella elongata AG-77	1314771	Mortierella_elongata_AG-77_v2.0	GCA_001651415		Mortierella_elongata_ag_77	GCA_001651415	Mortierella_elongata_AG-77_v2.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_mucoromycota1_collection/mortierella_elongata_ag_77_gca_001651415/pep/Mortierella_elongata_ag_77_gca_001651415.Mortierella_elongata_AG-77_v2.0.pep.all.fa.gz
Mortierella verticillata NRRL 6337	1069443	Mort_vert_NRRL_6337_V1	GCA_000739165		Mortierella_verticillata_nrrl_6337	GCA_000739165	Mort_vert_NRRL_6337_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_mucoromycota1_collection/mortierella_verticillata_nrrl_6337_gca_000739165/pep/Mortierella_verticillata_nrrl_6337_gca_000739165.Mort_vert_NRRL_6337_V1.pep.all.fa.gz
Mucor ambiguus str. NBRC 6742	91626	ASM95059v1	GCA_000950595		Mucor_ambiguus	GCA_000950595	ASM95059v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_mucoromycota1_collection/mucor_ambiguus_gca_000950595/pep/Mucor_ambiguus_gca_000950595.ASM95059v1.pep.all.fa.gz
Mucor circinelloides f. circinelloides 1006PhL	1220926	Muco_sp_1006Ph_V1	GCA_000401635		Mucor_circinelloides_f_circinelloides_1006phl	GCA_000401635	Muco_sp_1006Ph_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_mucoromycota1_collection/mucor_circinelloides_f_circinelloides_1006phl_gca_000401635/pep/Mucor_circinelloides_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1.pep.all.fa.gz
Mucor circinelloides f. lusitanicus CBS 277.49	747725	Mucci2	GCA_001638945		Mucor_circinelloides_f_lusitanicus_cbs_277_49	GCA_001638945	Mucci2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_mucoromycota1_collection/mucor_circinelloides_f_lusitanicus_cbs_277_49_gca_001638945/pep/Mucor_circinelloides_f_lusitanicus_cbs_277_49_gca_001638945.Mucci2.pep.all.fa.gz
Mycosphaerella eumusae str. CBS 114824	321146	ASM157823v1	GCA_001578235		Mycosphaerella_eumusae	GCA_001578235	ASM157823v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/mycosphaerella_eumusae_gca_001578235/pep/Mycosphaerella_eumusae_gca_001578235.ASM157823v1.pep.all.fa.gz
Nadsonia fulvescens var. elongata DSM 6958	857566	Nadfu1	GCA_001661315		Nadsonia_fulvescens_var_elongata_dsm_6958	GCA_001661315	Nadfu1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/nadsonia_fulvescens_var_elongata_dsm_6958_gca_001661315/pep/Nadsonia_fulvescens_var_elongata_dsm_6958_gca_001661315.Nadfu1.pep.all.fa.gz
Naematelia encephala str. 68-887.2	71784	Treen1	GCA_002105065		Naematelia_encephala	GCA_002105065	Treen1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/naematelia_encephala_gca_002105065/pep/Naematelia_encephala_gca_002105065.Treen1.pep.all.fa.gz
Nannizzia gypsea CBS 118893	535722	MS_CBS118893	GCA_000150975		Nannizzia_gypsea_cbs_118893	GCA_000150975	MS_CBS118893	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/nannizzia_gypsea_cbs_118893_gca_000150975/pep/Nannizzia_gypsea_cbs_118893_gca_000150975.MS_CBS118893.pep.all.fa.gz
Naumovozyma castellii CBS 4309	1064592	ASM23734v1	GCA_000237345		Naumovozyma_castellii_cbs_4309	GCA_000237345	ASM23734v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/naumovozyma_castellii_cbs_4309_gca_000237345/pep/Naumovozyma_castellii_cbs_4309_gca_000237345.ASM23734v1.pep.all.fa.gz
Naumovozyma dairenensis CBS 421	1071378	ASM22711v2	GCA_000227115		Naumovozyma_dairenensis_cbs_421	GCA_000227115	ASM22711v2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/naumovozyma_dairenensis_cbs_421_gca_000227115/pep/Naumovozyma_dairenensis_cbs_421_gca_000227115.ASM22711v2.pep.all.fa.gz
Nematocida displodere str. JUm2807	1805483	ASM164239v1	GCA_001642395		Nematocida_displodere	GCA_001642395	ASM164239v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nematocida_displodere_gca_001642395/pep/Nematocida_displodere_gca_001642395.ASM164239v1.pep.all.fa.gz
Nematocida parisii ERTm1	881290	Nema_parisii_ERTm1_V3	GCA_000250985		Nematocida_parisii_ertm1	GCA_000250985	Nema_parisii_ERTm1_V3	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nematocida_parisii_ertm1_gca_000250985/pep/Nematocida_parisii_ertm1_gca_000250985.Nema_parisii_ERTm1_V3.pep.all.fa.gz
Nematocida parisii ERTm3	935791	Nema_parisii_ERTm3_V1	GCA_000190615		Nematocida_parisii_ertm3	GCA_000190615	Nema_parisii_ERTm3_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nematocida_parisii_ertm3_gca_000190615/pep/Nematocida_parisii_ertm3_gca_000190615.Nema_parisii_ERTm3_V1.pep.all.fa.gz
Nematocida sp. 1 ERTm2	944018	Nema_parisii_ERTm2_V1	GCA_000250695		Nematocida_sp_1_ertm2	GCA_000250695	Nema_parisii_ERTm2_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nematocida_sp_1_ertm2_gca_000250695/pep/Nematocida_sp_1_ertm2_gca_000250695.Nema_parisii_ERTm2_V1.pep.all.fa.gz
Nematocida sp. 1 ERTm6	1138374	Nema_sp_1_ERTm6_V2	GCA_000738915		Nematocida_sp_1_ertm6	GCA_000738915	Nema_sp_1_ERTm6_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nematocida_sp_1_ertm6_gca_000738915/pep/Nematocida_sp_1_ertm6_gca_000738915.Nema_sp_1_ERTm6_V2.pep.all.fa.gz
Nematocida sp. ERTm5	1805481	ASM164241v1	GCA_001642415		Nematocida_sp_ertm5	GCA_001642415	ASM164241v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nematocida_sp_ertm5_gca_001642415/pep/Nematocida_sp_ertm5_gca_001642415.ASM164241v1.pep.all.fa.gz
Neocallimastix californiae str. G1	1754190	Neocallimastix_sp._G1_v1.0	GCA_002104975		Neocallimastix_californiae	GCA_002104975	Neocallimastix_sp._G1_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_neocallimastigomycota1_collection/neocallimastix_californiae_gca_002104975/pep/Neocallimastix_californiae_gca_002104975.Neocallimastix_sp._G1_v1.0.pep.all.fa.gz
Neofusicoccum parvum UCRNP2	1287680	UCRNP2V3	GCA_000385595		Neofusicoccum_parvum_ucrnp2	GCA_000385595	UCRNP2V3	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/neofusicoccum_parvum_ucrnp2_gca_000385595/pep/Neofusicoccum_parvum_ucrnp2_gca_000385595.UCRNP2V3.pep.all.fa.gz
Neolecta irregularis DAH-3	1198029	NeoIirr1.0	GCA_001929475		Neolecta_irregularis_dah_3	GCA_001929475	NeoIirr1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/neolecta_irregularis_dah_3_gca_001929475/pep/Neolecta_irregularis_dah_3_gca_001929475.NeoIirr1.0.pep.all.fa.gz
Neolentinus lepideus HHB14362 ss-1	1314782	Neole1	GCA_001632425		Neolentinus_lepideus_hhb14362_ss_1	GCA_001632425	Neole1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/neolentinus_lepideus_hhb14362_ss_1_gca_001632425/pep/Neolentinus_lepideus_hhb14362_ss_1_gca_001632425.Neole1.pep.all.fa.gz
Neonectria ditissima str. R09/05	78410	R0905_v2.0	GCA_001306435		Neonectria_ditissima	GCA_001306435	R0905_v2.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/neonectria_ditissima_gca_001306435/pep/Neonectria_ditissima_gca_001306435.R0905_v2.0.pep.all.fa.gz
Neurospora crassa	367110	NC12	GCA_000182925					
Neurospora crassa str. 73	5141	Neucr_trp3_1	GCA_000786625		Neurospora_crassa		NC12	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/neurospora_crassa/pep/Neurospora_crassa.NC12.pep.all.fa.gz
Neurospora tetrasperma FGSC 2508	510951	v2.0	GCA_000213175		Neurospora_crassa	GCA_000786625	Neucr_trp3_1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/neurospora_crassa_gca_000786625/pep/Neurospora_crassa_gca_000786625.Neucr_trp3_1.pep.all.fa.gz
Neurospora tetrasperma FGSC 2509 str. FGSC 2509 mat a	510952	v1.0	GCA_000213195		Neurospora_tetrasperma_fgsc_2508	GCA_000213175	v2.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/neurospora_tetrasperma_fgsc_2508_gca_000213175/pep/Neurospora_tetrasperma_fgsc_2508_gca_000213175.v2.0.pep.all.fa.gz
Nosema apis BRL 01	1037528	NapisBRLv01	GCA_000447185		Neurospora_tetrasperma_fgsc_2509	GCA_000213195	v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/neurospora_tetrasperma_fgsc_2509_gca_000213195/pep/Neurospora_tetrasperma_fgsc_2509_gca_000213195.v1.0.pep.all.fa.gz
Nosema bombycis CQ1	578461	NosBomCQ1_v1.0	GCA_000383075		Nosema_apis_brl_01	GCA_000447185	NapisBRLv01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nosema_apis_brl_01_gca_000447185/pep/Nosema_apis_brl_01_gca_000447185.NapisBRLv01.pep.all.fa.gz
Nosema ceranae	40302	ASM98816v1	GCA_000988165		Nosema_bombycis_cq1	GCA_000383075	NosBomCQ1_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nosema_bombycis_cq1_gca_000383075/pep/Nosema_bombycis_cq1_gca_000383075.NosBomCQ1_v1.0.pep.all.fa.gz
Nosema ceranae BRL01	578460	ASM18298v1	GCA_000182985		Nosema_ceranae_brl01	GCA_000182985	ASM18298v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nosema_ceranae_brl01_gca_000182985/pep/Nosema_ceranae_brl01_gca_000182985.ASM18298v1.pep.all.fa.gz
Ogataea parapolymorpha DL-1	871575	Hansenula_2	GCA_000187245		Nosema_ceranae	GCA_000988165	ASM98816v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/nosema_ceranae_gca_000988165/pep/Nosema_ceranae_gca_000988165.ASM98816v1.pep.all.fa.gz
Ogataea polymorpha str. NCYC 495 leu1.1	460523	Hanpo2	GCA_001664045		Ogataea_parapolymorpha_dl_1	GCA_000187245	Hansenula_2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/ogataea_parapolymorpha_dl_1_gca_000187245/pep/Ogataea_parapolymorpha_dl_1_gca_000187245.Hansenula_2.pep.all.fa.gz
Oidiodendron maius Zn	913774	Oidiodendron_maius_Zn_v1.0	GCA_000827325		Ogataea_polymorpha	GCA_001664045	Hanpo2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/ogataea_polymorpha_gca_001664045/pep/Ogataea_polymorpha_gca_001664045.Hanpo2.pep.all.fa.gz
Ophiocordyceps australis	1399860	OphauG2	GCA_002591405		Oidiodendron_maius_zn	GCA_000827325	Oidiodendron_maius_Zn_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/oidiodendron_maius_zn_gca_000827325/pep/Oidiodendron_maius_zn_gca_000827325.Oidiodendron_maius_Zn_v1.0.pep.all.fa.gz
Ophiocordyceps australis	1399860	OphauB2	GCA_002591415		Ophiocordyceps_australis	GCA_002591405	OphauG2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/ophiocordyceps_australis_gca_002591405/pep/Ophiocordyceps_australis_gca_002591405.OphauG2.pep.all.fa.gz
Ophiocordyceps camponoti-rufipedis	2004952	Ophun1	GCA_002591395		Ophiocordyceps_australis	GCA_002591415	OphauB2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/ophiocordyceps_australis_gca_002591415/pep/Ophiocordyceps_australis_gca_002591415.OphauB2.pep.all.fa.gz
Ophiocordyceps sinensis CO18	911162	ASM44836v1	GCA_000448365		Ophiocordyceps_camponoti_rufipedis	GCA_002591395	Ophun1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/ophiocordyceps_camponoti_rufipedis_gca_002591395/pep/Ophiocordyceps_camponoti_rufipedis_gca_002591395.Ophun1.pep.all.fa.gz
Ophiocordyceps unilateralis str. SC16a	268505	ASM127257v2	GCA_001272575		Ophiocordyceps_sinensis_co18	GCA_000448365	ASM44836v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/ophiocordyceps_sinensis_co18_gca_000448365/pep/Ophiocordyceps_sinensis_co18_gca_000448365.ASM44836v1.pep.all.fa.gz
Ophiostoma piceae UAMH 11346 str. UAMH-11346	1262450	Opiceae_UAMHv01	GCA_000410735		Ophiocordyceps_unilateralis	GCA_001272575	ASM127257v2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/ophiocordyceps_unilateralis_gca_001272575/pep/Ophiocordyceps_unilateralis_gca_001272575.ASM127257v2.pep.all.fa.gz
Ordospora colligata OC4	1354746	ASM80326v1	GCA_000803265		Ophiostoma_piceae_uamh_11346	GCA_000410735	Opiceae_UAMHv01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/ophiostoma_piceae_uamh_11346_gca_000410735/pep/Ophiostoma_piceae_uamh_11346_gca_000410735.Opiceae_UAMHv01.pep.all.fa.gz
Pachysolen tannophilus NRRL Y-2460	669874	Pacta1_2	GCA_001661245		Ordospora_colligata_oc4	GCA_000803265	ASM80326v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_microsporidia1_collection/ordospora_colligata_oc4_gca_000803265/pep/Ordospora_colligata_oc4_gca_000803265.ASM80326v1.pep.all.fa.gz
Paracoccidioides brasiliensis Pb03	482561	Paracocci_br_Pb03_V2	GCA_000150475		Pachysolen_tannophilus_nrrl_y_2460	GCA_001661245	Pacta1_2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/pachysolen_tannophilus_nrrl_y_2460_gca_001661245/pep/Pachysolen_tannophilus_nrrl_y_2460_gca_001661245.Pacta1_2.pep.all.fa.gz
Paracoccidioides brasiliensis Pb18	502780	Paracocci_br_Pb18_V2	GCA_000150735		Paracoccidioides_brasiliensis	GCA_001713645	ASM171364v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/paracoccidioides_brasiliensis_gca_001713645/pep/Paracoccidioides_brasiliensis_gca_001713645.ASM171364v1.pep.all.fa.gz
Paracoccidioides brasiliensis str. CNH	121759	Paracocci_br_PbCNH	GCA_001713695		Paracoccidioides_brasiliensis	GCA_001713695	Paracocci_br_PbCNH	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/paracoccidioides_brasiliensis_gca_001713695/pep/Paracoccidioides_brasiliensis_gca_001713695.Paracocci_br_PbCNH.pep.all.fa.gz
Paracoccidioides brasiliensis str. Pb300	121759	ASM171364v1	GCA_001713645		Paracoccidioides_brasiliensis_pb03	GCA_000150475	Paracocci_br_Pb03_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/paracoccidioides_brasiliensis_pb03_gca_000150475/pep/Paracoccidioides_brasiliensis_pb03_gca_000150475.Paracocci_br_Pb03_V2.pep.all.fa.gz
Paracoccidioides lutzii Pb01	502779	Paracocci_br_Pb01_V2	GCA_000150705		Paracoccidioides_brasiliensis_pb18	GCA_000150735	Paracocci_br_Pb18_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/paracoccidioides_brasiliensis_pb18_gca_000150735/pep/Paracoccidioides_brasiliensis_pb18_gca_000150735.Paracocci_br_Pb18_V2.pep.all.fa.gz
Paramicrosporidium saccamoebae str. KSL3	1246581	KSL3_v6	GCA_002794465		Paracoccidioides_sp_lutzii_pb01	GCA_000150705	Paracocci_br_Pb01_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/paracoccidioides_sp_lutzii_pb01_gca_000150705/pep/Paracoccidioides_sp_lutzii_pb01_gca_000150705.Paracocci_br_Pb01_V2.pep.all.fa.gz
Paraphaeosphaeria sporulosa str. AP3s5-JAC2a	1460663	Parsp1	GCA_001642045		Paramicrosporidium_saccamoebae	GCA_002794465	KSL3_v6	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_rozellomycota1_collection/paramicrosporidium_saccamoebae_gca_002794465/pep/Paramicrosporidium_saccamoebae_gca_002794465.KSL3_v6.pep.all.fa.gz
Paxillus involutus ATCC 200175	664439	Paxillus_involutus_ATCC_200175_v1.0	GCA_000827475		Paraphaeosphaeria_sporulosa	GCA_001642045	Parsp1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/paraphaeosphaeria_sporulosa_gca_001642045/pep/Paraphaeosphaeria_sporulosa_gca_001642045.Parsp1.pep.all.fa.gz
Paxillus rubicundulus Ve08.2h10	930991	Paxillus_rubicundulus_Ve08.2h10_v1.0	GCA_000827395		Paxillus_involutus_atcc_200175	GCA_000827475	Paxillus_involutus_ATCC_200175_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/paxillus_involutus_atcc_200175_gca_000827475/pep/Paxillus_involutus_atcc_200175_gca_000827475.Paxillus_involutus_ATCC_200175_v1.0.pep.all.fa.gz
Penicilliopsis zonata CBS 506.65	1073090	Aspzo1	GCA_001890105		Paxillus_rubicundulus_ve08_2h10	GCA_000827395	Paxillus_rubicundulus_Ve08.2h10_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/paxillus_rubicundulus_ve08_2h10_gca_000827395/pep/Paxillus_rubicundulus_ve08_2h10_gca_000827395.Paxillus_rubicundulus_Ve08.2h10_v1.0.pep.all.fa.gz
Penicillium antarcticum	416450	ASM207234v1	GCA_002072345		Penicilliopsis_zonata_cbs_506_65	GCA_001890105	Aspzo1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/penicilliopsis_zonata_cbs_506_65_gca_001890105/pep/Penicilliopsis_zonata_cbs_506_65_gca_001890105.Aspzo1.pep.all.fa.gz
Penicillium arizonense	1835702	ASM177332v1	GCA_001773325		Penicillium_antarcticum	GCA_002072345	ASM207234v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/penicillium_antarcticum_gca_002072345/pep/Penicillium_antarcticum_gca_002072345.ASM207234v1.pep.all.fa.gz
Penicillium brasilianum str. LaBioMMi 136	104259	ASM201655v1	GCA_002016555		Penicillium_arizonense	GCA_001773325	ASM177332v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/penicillium_arizonense_gca_001773325/pep/Penicillium_arizonense_gca_001773325.ASM177332v1.pep.all.fa.gz
Penicillium brasilianum str. MG11	104259	Pbras_Allpaths-LG	GCA_001048715		Penicillium_brasilianum	GCA_001048715	Pbras_Allpaths-LG	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/penicillium_brasilianum_gca_001048715/pep/Penicillium_brasilianum_gca_001048715.Pbras_Allpaths-LG.pep.all.fa.gz
Penicillium camemberti FM 013	1429867	PCAMFM013_20131106	GCA_000513335		Penicillium_brasilianum	GCA_002016555	ASM201655v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/penicillium_brasilianum_gca_002016555/pep/Penicillium_brasilianum_gca_002016555.ASM201655v1.pep.all.fa.gz
Penicillium chrysogenum str. P2niaD18	5076	ASM71027v1	GCA_000710275		Penicillium_camemberti_fm_013	GCA_000513335	PCAMFM013_20131106	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota2_collection/penicillium_camemberti_fm_013_gca_000513335/pep/Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106.pep.all.fa.gz
Penicillium coprophilum	36646	ASM207240v1	GCA_002072405		Penicillium_chrysogenum	GCA_000710275	ASM71027v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/penicillium_chrysogenum_gca_000710275/pep/Penicillium_chrysogenum_gca_000710275.ASM71027v1.pep.all.fa.gz
Penicillium decumbens	69771	ASM207224v1	GCA_002072245		Penicillium_coprophilum	GCA_002072405	ASM207240v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/penicillium_coprophilum_gca_002072405/pep/Penicillium_coprophilum_gca_002072405.ASM207240v1.pep.all.fa.gz
Penicillium digitatum PHI26	1170229	PdigPHI26_v1	GCA_000315665		Penicillium_decumbens	GCA_002072245	ASM207224v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/penicillium_decumbens_gca_002072245/pep/Penicillium_decumbens_gca_002072245.ASM207224v1.pep.all.fa.gz
